yikes...,Argh...,Grr...,Ugh...,Oh no...,Blargh...
Seriously?!,Oh, come on!,Give me a break!,This is the worst!,I'm so fed up!,I'm so done with this!
You don't understand!,You don't see the point!,You don't get me!,You're missing the point!,You don't know what I'm saying!,Why you don't understand!
